level_code,title,pattern,jp,es
N3,Preparación previa,〜ておく,よく、旅行の前にチケットを買っておくね？,"A menudo, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,時々、旅行の前にチケットを買っておく。,"De vez en cuando, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,時々、旅行の前にチケットを買っておくよ。,"De vez en cuando, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,時々、旅行の前にチケットを買っておくね。,"De vez en cuando, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,時々、旅行の前にチケットを買っておくですよ。,"De vez en cuando, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,時々、旅行の前にチケットを買っておくね？,"De vez en cuando, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,普段は、旅行の前にチケットを買っておく。,"Normalmente, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,普段は、旅行の前にチケットを買っておくよ。,"Normalmente, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,普段は、旅行の前にチケットを買っておくね。,"Normalmente, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,普段は、旅行の前にチケットを買っておくですよ。,"Normalmente, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,普段は、旅行の前にチケットを買っておくね？,"Normalmente, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,たまに、旅行の前にチケットを買っておく。,"A veces, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,たまに、旅行の前にチケットを買っておくよ。,"A veces, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,たまに、旅行の前にチケットを買っておくね。,"A veces, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,たまに、旅行の前にチケットを買っておくですよ。,"A veces, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,たまに、旅行の前にチケットを買っておくね？,"A veces, Compraré los billetes antes del viaje."
